No,Loan_No,Loan_Code,Batch,Township,Region_State,Entity Name,Loan_Type,Company_Registration_No,Source
560,,04-251,စတုတ္ထအသုတ်,ပခုက္ကူ,မကွေးတိုင်းဒေသကြီး,လှဝင်းမော် ဆုံဆီကြိတ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
561,,04-252,စတုတ္ထအသုတ်,ဘားအံ,ကရင်ပြည်နယ်,ကျော် အထည်ချုပ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
562,,04-253,စတုတ္ထအသုတ်,မကွေး,မကွေးတိုင်းဒေသကြီး,ဦးကိုလေး ကား၊ ဆိုင်ကယ် အမိုးအကာလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
563,,04-254,စတုတ္ထအသုတ်,ဘားအံ,ကရင်ပြည်နယ်,ဆုဝိုင်း Canteen,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
564,,04-255,စတုတ္ထအသုတ်,မြိတ်,တနင်္သာရီတိုင်းဒေသကြီး,အောင်အောင် ခေါက်ဆွဲနှင့် မုန့်မျိုးစုံလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
565,,04-256,စတုတ္ထအသုတ်,လွိုင်ကော်,ကယားပြည်နယ်,မိုးဆန်းပန်း အိမ်တွင်းမှုလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
566,,04-257,စတုတ္ထအသုတ်,မြစ်ကြီးနား,ကချင်ပြည်နယ်,ရှမ်းရိုးမ စားသောက်ဆိုင်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
567,,04-258,စတုတ္ထအသုတ်,လွိုင်ကော်,ကယားပြည်နယ်,ဦးစောတင် မုန့်ဟင်းခါးဖတ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
568,,04-259,စတုတ္ထအသုတ်,မြောက်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,Princess Power Manufacturing PRINCESS POWER MANUFACTURING COMPANY LIMITED,,100360365,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
569,,04-260,စတုတ္ထအသုတ်,ဒဂုံမြို့သစ်(တောင်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,"Delous Co., Ltd",,105459645,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
570,,04-261,စတုတ္ထအသုတ်,ညောင်ဦး,မန္တလေးတိုင်းဒေသကြီး,Heritage Bagan Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
571,,04-262,စတုတ္ထအသုတ်,သံတွဲ(ငပလီ),ရခိုင်ပြည်နယ်,Ngapali Paradise Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
572,,04-263,စတုတ္ထအသုတ်,ကလော,ရှမ်းပြည်နယ်,360 Kalaw Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
573,,04-264,စတုတ္ထအသုတ်,ဒေါပုံ,ရန်ကုန်တိုင်းဒေသကြီး,တော်ဝင်ထွန်းစတား ဘုရားဖူးလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
574,,04-265,စတုတ္ထအသုတ်,မြိတ်,တနင်္သာရီတိုင်းဒေသကြီး,ထူး ဂျပန်စားသောက်ဆိုင်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
575,,04-266,စတုတ္ထအသုတ်,တာမွေ,ရန်ကုန်တိုင်းဒေသကြီး,ဇော်ရဲနိုင် ဘုရားဖူးခရီးသွားလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
576,,04-267,စတုတ္ထအသုတ်,အင်းစိန်,ရန်ကုန်တိုင်းဒေသကြီး,"Thousand Sceneries Tour Co.,Ltd",,106091870,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
577,,04-268,စတုတ္ထအသုတ်,တာမွေ,ရန်ကုန်တိုင်းဒေသကြီး,Colour Stone Restaurant,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
578,,04-269,စတုတ္ထအသုတ်,မင်္ဂလာတောင်ညွန့်,ရန်ကုန်တိုင်းဒေသကြီး,လေပြေ Bar & Restaurant,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
579,,04-270,စတုတ္ထအသုတ်,အင်းစိန်,ရန်ကုန်တိုင်းဒေသကြီး,မြတ်သုခ ဆားကြိတ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
580,,04-271,စတုတ္ထအသုတ်,မရမ်းကုန်း,ရန်ကုန်တိုင်းဒေသကြီး,ရွှေကံ့ကော် လက်ဖက်ရည်ဆိုင်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
581,,04-272,စတုတ္ထအသုတ်,ရွှေပြည်သာ,ရန်ကုန်တိုင်းဒေသကြီး,"Myanmar Luxury Group Co., Ltd",,114452610,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
582,,04-273,စတုတ္ထအသုတ်,ဗဟန်း,ရန်ကုန်တိုင်းဒေသကြီး,Royal Platinum Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့် စီးပွားရေးသက်ရောက်များအပေါ် ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက် (၄/၂၀၂၀) (May 22)
