No,Loan_No,Loan_Code,Batch,Township,Region_State,Entity Name,Loan_Type,Company_Registration_No,Source
876,,05-150,ပဉ္စမအသုတ်,ဒေးဒရဲ,ဧရာဝတီတိုင်းဒေသကြီး,ဓနသိဒ္ဓိ ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
877,,05-151,ပဉ္စမအသုတ်,ကျိုက်လတ်,ဧရာဝတီတိုင်းဒေသကြီး,ပြည့်လျှံ ဆန်စက် ၁၊ ပြည့်လျှံ ဆန်စက် ၂,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
878,,05-152,ပဉ္စမအသုတ်,ပန်းတနော်,ဧရာဝတီတိုင်းဒေသကြီး,ဦးအေးမင်း သင်/ဖျာထုတ်လုပ် ရောင်းဝယ်ရေး,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
879,,05-153,ပဉ္စမအသုတ်,ပန်းတနော်,ဧရာဝတီတိုင်းဒေသကြီး,ဦးကြည်လွင်၊ သင်/ဖျာထုတ်လုပ်ရောင်းဝယ်ရေး,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
880,,05-154,ပဉ္စမအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,တမ်းတမ်းတ တည်းခိုခန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
881,,05-155,ပဉ္စမအသုတ်,ဟင်္သာတ,ဧရာဝတီတိုင်းဒေသကြီး,အရိန္ဒမာ ဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
882,,05-156,ပဉ္စမအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,ကြယ်တံခွန် ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
883,,05-157,ပဉ္စမအသုတ်,ကျိုက်လတ်,ဧရာဝတီတိုင်းဒေသကြီး,ပြည်လုံးချမ်းသာ ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
884,,05-158,ပဉ္စမအသုတ်,ဒေးဒရဲ,ဧရာဝတီတိုင်းဒေသကြီး,ဇွဲမာန် ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
885,,05-159,ပဉ္စမအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,ကြယ်စင် အအေးနှင့်စားဖွယ်စုံ,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
886,,05-160,ပဉ္စမအသုတ်,ကြံခင်း,ဧရာဝတီတိုင်းဒေသကြီး,စိန်ရတနာ ဆီစက်နှင့်ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
887,,05-161,ပဉ္စမအသုတ်,မော်လမြိုင်ကျွန်း,ဧရာဝတီတိုင်းဒေသကြီး,စိန်လျှံထက် ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
888,,05-162,ပဉ္စမအသုတ်,ကျိုက်လတ်,ဧရာဝတီတိုင်းဒေသကြီး,မြမြင့်မိုရ်  ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
889,,05-163,ပဉ္စမအသုတ်,ကျိုက်လတ်,ဧရာဝတီတိုင်းဒေသကြီး,ဓနအောင် ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
890,,05-164,ပဉ္စမအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,Green Apple Bakery and Coffee,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
891,,05-165,ပဉ္စမအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,ဦးသန်းထိုက် အုန်းဆံကြိုးကျစ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
892,,05-166,ပဉ္စမအသုတ်,ပန်းတနော်,ဧရာဝတီတိုင်းဒေသကြီး,ဦးမောင်ချစ် သင်ဖျာလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
893,,05-167,ပဉ္စမအသုတ်,ပန်းတနော်,ဧရာဝတီတိုင်းဒေသကြီး,ဒေါ်တင်ထွေးရီ သင်ဖျာလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
894,,05-168,ပဉ္စမအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,ဦးဟန်ဝင်းအောင် အုန်းဆံကြိုးကျစ်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
895,,05-169,ပဉ္စမအသုတ်,ဒေးဒရဲ,ဧရာဝတီတိုင်းဒေသကြီး,မိဘမေတ္တာ ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
896,,05-170,ပဉ္စမအသုတ်,လေးမျက်နှာ,ဧရာဝတီတိုင်းဒေသကြီး,ထွန်း ပီလောပီနံကြိတ်မှုန့်စက်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
897,,05-171,ပဉ္စမအသုတ်,ပန်းတနော်,ဧရာဝတီတိုင်းဒေသကြီး,မလှကေသီ သင်ဖျာလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
898,,05-172,ပဉ္စမအသုတ်,မြန်အောင်,ဧရာဝတီတိုင်းဒေသကြီး,ဆန်းဝင့်ကျော် ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
899,,05-173,ပဉ္စမအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,ဧဒင်မွန်း စားသောက်ဆိုင်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
900,,05-174,ပဉ္စမအသုတ်,ပန်းတနော်,ဧရာဝတီတိုင်းဒေသကြီး,ဦးလှမင်း သင်ဖျာရောင်းဝယ်ရေး,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
901,,05-175,ပဉ္စမအသုတ်,ကန်ကြီးထောင့်,ဧရာဝတီတိုင်းဒေသကြီး,KT  ခေတ်သစ်သောက်ရေသန့်လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
902,,05-176,ပဉ္စမအသုတ်,ပန်းတနော်,ဧရာဝတီတိုင်းဒေသကြီး,ဦးဝဏ္ဏဌေး သင်ဖျာလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
903,,05-177,ပဉ္စမအသုတ်,သံဖြူဇရပ်,မွန်ပြည်နယ်,ဦးခင်လှိုင်+ ဦးသန်းဇော် နေလှန်းဆားကြမ်းထုတ်လုပ်ရေးလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
904,,05-178,ပဉ္စမအသုတ်,ကျိုက်ထို,မွန်ပြည်နယ်,ဆည်းဆာ တည်းခိုရိပ်သာ,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
905,,05-179,ပဉ္စမအသုတ်,ကျိုက်ထို,မွန်ပြည်နယ်,သုဝဏ္ဏဘုမ္မိတောင်တန်းသာ ဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
906,,05-180,ပဉ္စမအသုတ်,ချမ်းအေးသာဇံ,မန္တလေးတိုင်းဒေသကြီး,Hotel Apex Mandalay,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
907,,05-181,ပဉ္စမအသုတ်,မုံရွာ,စစ်ကိုင်းတိုင်းဒေသကြီး,Hotel Ba Thaung,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
908,,05-182,ပဉ္စမအသုတ်,ရွှေဘို,စစ်ကိုင်းတိုင်းဒေသကြီး,ဝင်းစတား ဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
909,,05-183,ပဉ္စမအသုတ်,ရေတာရှည်,ပဲခူးတိုင်းဒေသကြီး,ပြည့်ဖြိုးဟိန်းဆန်စက်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
910,,05-184,ပဉ္စမအသုတ်,ပုသိမ်,ဧရာဝတီတိုင်းဒေသကြီး,နောင်ရိုး ဟိုတယ် လုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
911,,05-185,ပဉ္စမအသုတ်,မင်္ဂလာတောင်ညွန့်,ရန်ကုန်တိုင်းဒေသကြီး,မင်္ဂလာရှုခင်း ခရီးသွားလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
912,,05-186,ပဉ္စမအသုတ်,ကမာရွတ်,ရန်ကုန်တိုင်းဒေသကြီး,"Beyond Boundaries Co.,ltd",,108963352,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
913,,05-187,ပဉ္စမအသုတ်,အင်းစိန်,ရန်ကုန်တိုင်းဒေသကြီး,"The Backyard Co., Ltd",,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
914,,05-188,ပဉ္စမအသုတ်,ကျောက်တံတား,ရန်ကုန်တိုင်းဒေသကြီး,"RICH Myanmar Travel Co.,ltd",,111296448,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
915,,05-189,ပဉ္စမအသုတ်,သင်္ဃန်းကျွန်း,ရန်ကုန်တိုင်းဒေသကြီး,"Three Infinity Co.,ltd",,114093866,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
916,,05-190,ပဉ္စမအသုတ်,တာမွေ,ရန်ကုန်တိုင်းဒေသကြီး,စိုးစံမြင့် ကုမ္ပဏီလီမိတက် (SOE SAN MYINT COMPANY LIMITED),,102230558,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
917,,05-191,ပဉ္စမအသုတ်,လွိုင်ကော်,ကယားပြည်နယ်,ဘာဒို SAG ခရီးသွားလုပ်ငန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
918,,05-192,ပဉ္စမအသုတ်,မင်္ဂလာဒုံ,ရန်ကုန်တိုင်းဒေသကြီး,SAN HTIKE THAW Company Limited,,112057641,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
919,,05-193,ပဉ္စမအသုတ်,ကျောက်တံတား,ရန်ကုန်တိုင်းဒေသကြီး,"Kalaw Myay Employment Services Co.,ltd",,119640059,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
920,,05-194,ပဉ္စမအသုတ်,ချမ်းအေးသာဇံ,မန္တလေးတိုင်းဒေသကြီး,"Yadanabon Kingdom Travels & Tours Co.,ltd",,113133090,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
921,,05-195,ပဉ္စမအသုတ်,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,ဦးအောင်ကြည်မြင့် အပြည်ပြည်ဆိုင်ရာ ကုမ္ပဏီလီမိတက် (U AUNG KYI MYINT INTERNATIONAL COMPANY LIMITED),,105239815,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
922,,05-196,ပဉ္စမအသုတ်,ဒဂုံ,ရန်ကုန်တိုင်းဒေသကြီး,ရွှေနန်းရိပ်သာ ခရီးသွားလာရေးကုမ္ပဏီ (SHWE NAN YEIK THAR TRAVELS & TOURS COMPANY LIMITED),,104829244,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
923,,05-197,ပဉ္စမအသုတ်,ဒဂုံမြို့သစ်(ဆိပ်ကမ်း),ရန်ကုန်တိုင်းဒေသကြီး,World Full's Manufacturing Company Limited,,104362524,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
924,,05-198,ပဉ္စမအသုတ်,မြောက်ဥက္ကလာပ,ရန်ကုန်တိုင်းဒေသကြီး,အဉ္စလီသီတာ ကုမ္ပဏီလီမိတက် (INZALI THIDAR COMPANY LIMITED),,119374359,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
925,,05-199,ပဉ္စမအသုတ်,သင်္ဃန်းကျွန်း,ရန်ကုန်တိုင်းဒေသကြီး,Goal Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
926,,05-200,ပဉ္စမအသုတ်,ဒဂုံမြို့သစ်(မြောက်ပိုင်း),ရန်ကုန်တိုင်းဒေသကြီး,River View Platinum Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
927,,05-201,ပဉ္စမအသုတ်,ကသာ,စစ်ကိုင်းတိုင်းဒေသကြီး,ဟိုတယ်ကသာ,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
928,,05-202,ပဉ္စမအသုတ်,ဗဟန်း,ရန်ကုန်တိုင်းဒေသကြီး,The AMBO Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
929,,05-203,ပဉ္စမအသုတ်,ညောင်ရွှေ,ရှမ်းပြည်နယ်,Immana Grand Inle Hotel,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
930,,05-204,ပဉ္စမအသုတ်,ပုသိမ်(ချောင်းသာ),ဧရာဝတီတိုင်းဒေသကြီး,Royal 9 ချောင်းသာကမ်းခြေဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
931,,05-205,ပဉ္စမအသုတ်,ဘားအံ,ကရင်ပြည်နယ်,Hotel Glory Hpa-an,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
932,,05-206,ပဉ္စမအသုတ်,ညောင်ဦး(ပုဂံမြို့သစ်),မန္တလေးတိုင်းဒေသကြီး,ရွှေရည်ပွင့် ဟိုတယ်,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
933,,05-207,ပဉ္စမအသုတ်,ကမာရွတ်,ရန်ကုန်တိုင်းဒေသကြီး,BAWGA THEIDDHI GROUP OF COMPANIES LIMITED,,102407474,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
934,,05-208,ပဉ္စမအသုတ်,ညောင်ဦး,မန္တလေးတိုင်းဒေသကြီး,ပဉ္စရူပတည်းခိုခန်း,,,CORONAVIRUS DISEASE 2019 (COVID-19) ကြောင့် ဖြစ်ပေါ်လာနိုင်သည့်စီးပွားရေးသက်ရောက်မှုများအပေါ်ကုစားရေးလုပ်ငန်းကော်မတီ၏ သတင်းထုတ်ပြန်ချက်(၅/၂၀၂၀)
